2,3,0,3,1000.9,1005.8,219,3.3,27.5,81,0,70.85
2,3,20,3,1000.9,1005.8,219,3.3,27.5,81,0,148.79
2,3,100,3,1000.9,1005.8,219,3.3,27.5,81,0,93.72
2,3,120,3,1000.9,1005.8,219,3.3,27.5,81,0,67.81
2,3,160,3,1000.9,1005.8,219,3.3,27.5,81,0,167.55
2,3,220,3,1000.9,1005.8,219,3.3,27.5,81,0,98.49
2,3,240,3,1000.5,1005.3,212,3.8,31.7,65,0,96.67
2,3,260,3,1000.5,1005.3,212,3.8,31.7,65,0,53.15
2,3,280,3,1000.5,1005.3,212,3.8,31.7,65,0,55.25
2,3,300,3,1000.5,1005.3,212,3.8,31.7,65,0,209.66
2,3,360,3,1000.5,1005.3,212,3.8,31.7,65,0,145.94
2,3,380,3,1000.5,1005.3,212,3.8,31.7,65,0,127.35
2,3,400,3,1000.5,1005.3,212,3.8,31.7,65,0,97.2
2,3,420,3,999.7,1004.5,239,1.9,31.8,64,0,118.43
2,3,440,3,999.7,1004.5,239,1.9,31.8,64,0,82.63
2,3,460,3,999.7,1004.5,239,1.9,31.8,64,0,110.5
2,3,480,3,999.7,1004.5,239,1.9,31.8,64,0,125.76
2,3,500,3,999.7,1004.5,239,1.9,31.8,64,0,141.33
2,3,520,3,999.7,1004.5,239,1.9,31.8,64,0,176.08
2,3,540,3,999.7,1004.5,239,1.9,31.8,64,0,165.29
2,3,560,3,999.7,1004.5,239,1.9,31.8,64,0,127.38
2,3,580,3,999.7,1004.5,239,1.9,31.8,64,0,117.83
2,3,600,3,998.7,1003.5,218,2,31.5,69,0,98.92
2,3,620,3,998.7,1003.5,218,2,31.5,69,0,113
2,3,640,3,998.7,1003.5,218,2,31.5,69,0,98.15
2,3,660,3,998.7,1003.5,218,2,31.5,69,0,95.98
2,3,680,3,998.7,1003.5,218,2,31.5,69,0,84.36
2,3,700,3,998.7,1003.5,218,2,31.5,69,0,96.54
2,3,720,3,998.7,1003.5,218,2,31.5,69,0,144.87
2,3,740,3,998.7,1003.5,218,2,31.5,69,0,136.36
2,3,760,3,998.7,1003.5,218,2,31.5,69,0,129.5
2,3,780,3,1000.2,1005,215,0.7,30,77,0,116.47
2,3,800,3,1000.2,1005,215,0.7,30,77,0,119.37
2,3,820,3,1000.2,1005,215,0.7,30,77,0,176.65
2,3,840,3,1000.2,1005,215,0.7,30,77,0,159.46
2,3,860,3,1000.2,1005,215,0.7,30,77,0,129.48
2,3,880,3,1000.2,1005,215,0.7,30,77,0,120.24
2,3,900,3,1000.2,1005,215,0.7,30,77,0,115.29
2,3,920,3,1000.2,1005,215,0.7,30,77,0,129.47
2,3,940,3,1000.2,1005,215,0.7,30,77,0,120.76
2,3,960,3,1001,1005.8,202,1.5,29,80,0,116.07
2,3,980,3,1001,1005.8,202,1.5,29,80,0,152.5
2,3,1000,3,1001,1005.8,202,1.5,29,80,0,101.66
2,3,1020,3,1001,1005.8,202,1.5,29,80,0,139.36
2,3,1040,3,1001,1005.8,202,1.5,29,80,0,103.67
2,3,1060,3,1001,1005.8,202,1.5,29,80,0,109.3
2,3,1080,3,1001,1005.8,202,1.5,29,80,0,108.3
2,3,1100,3,1001,1005.8,202,1.5,29,80,0,91.94
2,3,1120,3,1001,1005.8,202,1.5,29,80,0,106.92
2,3,1160,3,999.6,1004.4,198,2.1,27.7,88,0,115.99
2,3,1180,3,999.6,1004.4,198,2.1,27.7,88,0,209.49
2,3,1200,3,999.6,1004.4,198,2.1,27.7,88,0,112.25
2,3,1240,3,999.6,1004.4,198,2.1,27.7,88,0,96.82
2,3,1280,3,999.6,1004.4,198,2.1,27.7,88,0,133.02
2,3,1300,3,999.6,1004.4,198,2.1,27.7,88,0,96.96
2,3,1320,3,999,1003.8,208,2,26.5,93,0,149.31
2,3,1340,3,999,1003.8,208,2,26.5,93,0,100.55
2,3,1380,3,999,1003.8,208,2,26.5,93,0,97.07
2,3,1420,3,999,1003.8,208,2,26.5,93,0,121.11
2,3,60,4,1000.2,1005,200,2.9,30.3,72,0,93.17
2,3,100,4,1000.2,1005,200,2.9,30.3,72,0,33.25
2,3,140,4,1000.2,1005,200,2.9,30.3,72,0,127.48
2,3,160,4,1000.2,1005,200,2.9,30.3,72,0,157.13
2,3,180,4,1000.2,1005,200,2.9,30.3,72,0,125.75
2,3,200,4,1000.2,1005,200,2.9,30.3,72,0,104.71
2,3,220,4,1000.2,1005,200,2.9,30.3,72,0,148.14
2,3,240,4,999.7,1004.5,207,5.4,34.8,48,0,113.72
2,3,260,4,999.7,1004.5,207,5.4,34.8,48,0,129.63
2,3,280,4,999.7,1004.5,207,5.4,34.8,48,0,59.88
2,3,360,4,999.7,1004.5,207,5.4,34.8,48,0,112.36
2,3,380,4,999.7,1004.5,207,5.4,34.8,48,0,386.44
2,3,400,4,999.7,1004.5,207,5.4,34.8,48,0,130.59
2,3,420,4,998.7,1003.5,199,4.7,37.1,41,0,122.35
2,3,440,4,998.7,1003.5,199,4.7,37.1,41,0,133.2
2,3,460,4,998.7,1003.5,199,4.7,37.1,41,0,137.98
2,3,480,4,998.7,1003.5,199,4.7,37.1,41,0,182.66
2,3,500,4,998.7,1003.5,199,4.7,37.1,41,0,127.68
2,3,520,4,998.7,1003.5,199,4.7,37.1,41,0,134.42
2,3,540,4,998.7,1003.5,199,4.7,37.1,41,0,114.74
2,3,560,4,998.7,1003.5,199,4.7,37.1,41,0,142.06
2,3,580,4,998.7,1003.5,199,4.7,37.1,41,0,170.11
2,3,620,4,998.7,1003.5,217,3.4,37,40,0,146.52
2,3,640,4,998.7,1003.5,217,3.4,37,40,0,119.25
2,3,660,4,998.7,1003.5,217,3.4,37,40,0,126.27
2,3,680,4,998.7,1003.5,217,3.4,37,40,0,157.7
2,3,700,4,998.7,1003.5,217,3.4,37,40,0,80.52
2,3,720,4,998.7,1003.5,217,3.4,37,40,0,111.79
2,3,740,4,998.7,1003.5,217,3.4,37,40,0,47.27
2,3,760,4,998.7,1003.5,217,3.4,37,40,0,82.82
2,3,780,4,1000.2,1005,224,2.5,33,53,0,117
2,3,800,4,1000.2,1005,224,2.5,33,53,0,65.45
2,3,820,4,1000.2,1005,224,2.5,33,53,0,127.1
2,3,840,4,1000.2,1005,224,2.5,33,53,0,95.36
2,3,880,4,1000.2,1005,224,2.5,33,53,0,128.78
2,3,900,4,1000.2,1005,224,2.5,33,53,0,54.23
2,3,920,4,1000.2,1005,224,2.5,33,53,0,134.65
2,3,940,4,1000.2,1005,224,2.5,33,53,0,174.75
2,3,960,4,1001.3,1006.1,208,2.1,30.6,63,0,130.69
2,3,980,4,1001.3,1006.1,208,2.1,30.6,63,0,98.28
2,3,1000,4,1001.3,1006.1,208,2.1,30.6,63,0,98.73
2,3,1020,4,1001.3,1006.1,208,2.1,30.6,63,0,114.94
2,3,1040,4,1001.3,1006.1,208,2.1,30.6,63,0,131.36
2,3,1060,4,1001.3,1006.1,208,2.1,30.6,63,0,134.24
2,3,1080,4,1001.3,1006.1,208,2.1,30.6,63,0,101.55
2,3,1100,4,1001.3,1006.1,208,2.1,30.6,63,0,113.77
2,3,1120,4,1001.3,1006.1,208,2.1,30.6,63,0,89.67
2,3,1140,4,1000.9,1005.7,210,2.5,29,69,0,114.53
2,3,1160,4,1000.9,1005.7,210,2.5,29,69,0,90.8
2,3,1180,4,1000.9,1005.7,210,2.5,29,69,0,103.43
2,3,1200,4,1000.9,1005.7,210,2.5,29,69,0,91.33
